first_name,last_name,birth_date,player_id,season,season_type,league,team,games,starts,minutes,points,plus_minus,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,blocked_shot_attempts,offensive_rebounds,defensive_rebounds,assists,screen_assists,turnovers,steals,deflections,loose_balls_recovered,blocked_shots,personal_fouls,personal_fouls_drawn,offensive_fouls,charges_drawn,technical_fouls,flagrant_fouls,ejections,points_off_turnovers,points_in_paint,second_chance_points,fast_break_points,possessions,estimated_possessions,calculated_possessions,plays_used,team_possessions,usage_percentage,true_shooting_percentage,three_point_attempt_rate,free_throw_rate,offensive_rebounding_percentage,defensive_rebounding_percentage,total_rebounding_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,internal_box_plus_minus
axel,booth,1989-07-13,530321,2021,Full Season,EuroCup,Terrapins,5,3,149.88,62,NA,9,16,11,29,11,12,0,2,14,5,0,5,3,0,0,1,8,8,0,0,0,0,0,0,0,0,0,274.3365,274.3365,NA,NA,732.1533,18.0711,0.6165,0.6444,0.2667,3.3752,11.5971,5.7531,4.1899,1.1338,0.5492,9.0449,-2.5682
micheal,solomon,2001-08-31,857239,2021,Full Season,Italy - Liga A,Horned Frogs,5,0,7,2,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.7232,12.7232,NA,NA,1390.4691,6.9082,1,0,0,0,16.6052,9.8578,0,0,0,0,-5.2516
balcerowski,lountzis,1987-09-24,534053,2017,Full Season,NBA,Mavericks,17,0,231.2167,106,-85,20,50,15,45,21,29,5,1,21,26,1,21,8,12,8,0,21,0,0,2,0,0,0,0,0,0,0,497,444.1719,497,131,7599.5565,26.2701,0.4918,0.4737,0.3053,1.5634,9.9951,5.2429,19.668,1.6086,0,16.3094,-3.7252
balcerowski,lountzis,1987-09-24,534053,2018,Full Season,NBA,Celtics,4,0,39.9333,34,-1,8,11,6,12,0,0,0,0,3,4,0,3,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,88,79.4421,88,26,9714.0825,29.2469,0.7391,0.5217,0,0,9.9866,5.238,24.7502,0,0,11.5385,4.1196
balcerowski,lountzis,1987-09-24,534053,2013,Full Season,Italy - Liga A,Paladins,30,30,884,549,NA,122,225,66,197,107,133,8,19,62,59,0,92,43,0,0,0,93,143,0,0,0,0,0,0,0,0,0,1687.5887,1687.5887,NA,NA,2300.3895,29.9055,0.5713,0.4668,0.3152,2.2649,9.199,5.0887,11.7081,2.847,0,16.0693,-1.0051
dejuan,cheese,1985-02-18,942319,2010,Full Season,NBA,NA,32,1,239.1,69,-72,28,50,0,10,13,23,5,16,35,13,0,17,9,0,0,2,29,0,0,0,0,0,0,0,0,0,0,499.5,462.6911,499.5,89,8575.6496,16.713,0.4899,0.1598,0.4015,8.3317,17.4793,13.8175,10.0967,1.9846,0.4018,19.5887,-4.5883
dejuan,cheese,1985-02-18,942319,2012,Full Season,EuroCup,Cornhuskers,6,6,199.72,84,NA,29,53,5,10,11,17,2,10,37,8,0,7,9,0,0,7,11,16,0,0,0,0,0,0,0,0,0,357.7331,357.7331,NA,NA,429.8887,19.8169,0.5959,0.1587,0.2698,6.3569,25.7524,14.4438,9.1253,2.9438,4.0404,9.0346,5.5369
luis,angola,2000-09-20,739375,2021,Full Season,Spain - ACB,Lancers,16,9,301.58,103,NA,18,36,20,54,7,9,3,7,11,11,0,13,8,0,0,0,37,12,0,0,0,0,0,0,0,0,0,545.9063,545.9063,NA,NA,1375.7208,16.8956,0.5481,0.6,0.1,4.1287,5.5311,5.3598,6.795,1.7172,0,12.1541,-3.5462
bartolome,koshwal,1992-07-15,183617,2021,Full Season,EuroLeague,Gators,25,24,704.31,286,NA,55,110,45,117,41,51,4,18,54,33,0,32,25,0,0,3,37,58,0,0,0,0,0,0,0,0,0,1237.4007,1237.4007,NA,NA,1756.9329,19.4432,0.5733,0.5154,0.2247,2.522,9.4548,6.3312,6.404,2.56,0.2961,11.3701,-0.7592
bartolome,koshwal,1992-07-15,183617,2021,Full Season,Spain - ACB,Gators,21,18,625.95,264,NA,49,101,41,112,43,49,6,23,57,33,0,19,26,0,0,2,38,51,0,0,0,0,0,0,0,0,0,1136.6016,1136.6016,NA,NA,1525.2778,19.419,0.5628,0.5258,0.23,6.0981,13.3856,9.1586,9.0669,2.193,0.1976,7.4933,2.5756
jameson,fortson,1992-12-04,987965,2021,Full Season,EuroCup,Bluejays,12,1,223.24,103,NA,8,19,22,58,21,24,1,7,24,13,0,5,4,0,0,3,17,13,0,0,0,0,0,0,0,0,0,396.3146,396.3146,NA,NA,996.8118,19.6462,0.5882,0.7532,0.3117,3.5937,12.6567,7.4809,10.5813,0.9797,1.3532,5.4019,3.8398
jameson,fortson,1992-12-04,987965,2021,Full Season,Spain - ACB,Bluejays,14,2,255.27,104,NA,6,17,26,53,14,16,2,10,37,4,0,6,5,0,0,0,30,13,0,0,0,0,0,0,0,0,0,453.3918,453.3918,NA,NA,1448.0688,15.8874,0.675,0.7571,0.2286,5.8897,16.522,10.7004,1.9741,0.843,0,7.2254,1.1242
montero,rubenstein,1991-05-29,854644,2021,Full Season,EuroLeague,Greyhounds,16,4,358.54,154,NA,37,76,21,46,17,22,6,21,30,25,0,26,16,0,0,8,35,33,0,0,0,0,0,0,0,0,0,639.8536,639.8536,NA,NA,1802.4369,21.3621,0.5848,0.377,0.1803,9.2145,13.0206,9.7345,11.812,2.7786,2.2727,16.4891,0.9007
burrell,fredette,1992-08-31,527705,2021,Full Season,NBA,Wizards,12,1,67.2,10,-34,2,3,1,7,3,4,0,3,16,4,3,3,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,150.5,145.5948,150.5,15,3442.7111,9.1011,0.4252,0.7,0.4,5.7093,24.4221,15.1323,8.6919,2.2126,2.5965,20.3252,-3.3393
burrell,fredette,1992-08-31,527705,2018,Full Season,EuroLeague,Golden Panthers,32,31,828.45,376,NA,101,159,33,69,75,101,12,49,96,32,0,42,16,0,0,19,89,94,0,0,0,0,0,0,0,0,0,1439.4959,1439.4959,NA,NA,2363.112,18.8194,0.6901,0.3026,0.443,6.4739,17.0082,10.9628,8.2929,1.1104,2.4223,13.3571,1.8777
burrell,fredette,1992-08-31,527705,2019,Full Season,EuroLeague,Golden Panthers,12,10,316.52,134,NA,46,66,7,32,21,28,3,18,25,18,0,16,9,0,0,8,29,29,0,0,0,0,0,0,0,0,0,548.4621,548.4621,NA,NA,2018.6982,20.121,0.6073,0.3265,0.2857,7.4564,10.8401,10.786,8.8642,1.4585,3.0928,12.6662,-0.36
burrell,fredette,1992-08-31,527705,2020,Full Season,EuroLeague,Golden Panthers,25,11,472.92,208,NA,54,84,22,50,34,40,8,36,76,29,0,21,8,0,0,11,61,44,0,0,0,0,0,0,0,0,0,852.0967,852.0967,NA,NA,2171.124,17.7294,0.686,0.3731,0.2985,11.0778,22.823,16.185,9.2002,1.3356,2.4869,12.1669,2.3104
nikolic,sikma,1994-09-27,644166,2021,Full Season,EuroCup,Rams,10,9,256.73,89,NA,26,45,8,28,13,19,1,7,28,20,0,14,9,0,0,0,22,24,0,0,0,0,0,0,0,0,0,457.3248,457.3248,NA,NA,1006.4424,18.1095,0.547,0.3836,0.2603,3.3117,14.8435,10.2757,12.0521,1.7251,0,14.6812,-0.4007
oguz,kidd,1994-06-14,475747,2021,Full Season,EuroCup,Beavers,5,0,51.39,4,NA,0,4,1,10,1,2,0,1,0,2,0,8,1,0,0,0,17,4,0,0,0,0,0,0,0,0,0,90.8817,90.8817,NA,NA,707.3984,21.6194,0.1344,0.7143,0.1429,3.3331,0,1.1227,7.4846,1.5146,0,34.965,-18.7536
isaia,walden,1986-11-01,787218,2021,Full Season,EuroLeague,Nittany Lions,10,7,223.67,59,NA,22,46,1,3,12,15,1,12,19,11,0,9,3,0,0,2,35,14,0,0,0,0,0,0,0,0,0,392.3514,392.3514,NA,NA,1780.5074,14.4075,0.5306,0.0612,0.3061,6.8965,12.2063,9.3963,9.4798,1.1439,1.4001,13.9319,-2.181
salin,mccall,1986-08-22,726203,2012,Full Season,NBA,NA,26,7,252.05,56,-77,25,59,0,0,6,12,7,14,44,5,0,7,4,0,0,20,32,0,0,0,0,0,0,0,0,0,0,523.5,483.7493,523.5,73,6350.2645,13.058,0.4285,0,0.1902,7.7633,20.0009,12.7525,4.1281,1.0516,6.409,11.0621,-4.787
salin,mccall,1986-08-22,726203,2018,Full Season,EuroCup,Huskies,10,8,202.67,82,NA,34,44,0,0,14,21,0,18,25,9,0,12,4,0,0,10,25,18,0,0,0,0,0,0,0,0,0,364.972,364.972,NA,NA,720.3239,15.7826,0.7701,0,0.4773,13.4378,17.6141,15.1935,6.438,0.9873,5.209,18.3936,2.3705
salin,mccall,1986-08-22,726203,2018,Full Season,Spain - ACB,Huskies,32,23,540.56,163,NA,66,105,0,1,31,53,3,37,100,9,0,31,10,0,0,31,52,51,0,0,0,0,0,0,0,0,0,962.379,962.379,NA,NA,2424.7692,14.6589,0.6302,0.0094,0.5,8.1305,25.5006,16.5894,6.1296,1.1881,7.1397,19.3363,-1.8728
salin,mccall,1986-08-22,726203,2019,Full Season,Italy - Liga A,Red Storm,10,0,164,67,NA,27,46,0,0,13,18,0,17,28,3,0,12,5,0,0,12,24,12,0,0,0,0,0,0,0,0,0,309.9498,309.9498,NA,NA,2277.3753,18.5618,0.6213,0,0.3913,12.9502,21.172,17.4755,2.1773,1.5838,7.7757,18.2039,-0.9005
pau,summers,1981-09-01,237600,2012,Full Season,EuroLeague,Mountain Hawks,9,2,68.41,36,NA,11,26,0,0,14,15,3,5,7,1,0,9,3,0,0,0,13,15,0,0,0,0,0,0,0,0,0,119.0862,119.0862,NA,NA,1540.5974,30.0192,0.5521,0,0.5769,9.5888,15.7108,10.995,2.482,2.7177,0,21.6346,-6.7791
pau,summers,1981-09-01,237600,2014,Full Season,EuroCup,Mavericks,1,0,1.45,0,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2.6141,2.6141,NA,NA,576.8989,34.7803,0,0,0,0,0,0,0,0,0,0,-40.678
pau,summers,1981-09-01,237600,2014,Full Season,EuroLeague,Mavericks,9,0,91.29,21,NA,7,17,0,0,7,10,4,4,11,1,0,6,2,0,0,5,25,12,0,0,0,0,0,0,0,0,0,162.1543,162.1543,NA,NA,719.3974,14.8519,0.4907,0,0.5882,7.0194,16.8498,12.2246,0.7964,1.3971,5.7248,21.8978,-7.1002
ahmad,rice,1992-06-10,844880,2012,Full Season,EuroCup,Saints,6,0,82.78,13,NA,5,11,0,0,3,7,0,7,19,1,0,3,4,0,0,8,12,9,0,0,0,0,0,0,0,0,0,144.6715,144.6715,NA,NA,419.4459,10.0888,0.4616,0,0.6364,8.5706,29.3124,18.5162,4.028,2.498,8.789,17.5644,3.0199
ahmad,rice,1992-06-10,844880,2013,Full Season,EuroCup,Saints,3,1,31.26,15,NA,6,7,0,0,3,5,0,0,6,0,0,0,2,0,0,3,5,7,0,0,0,0,0,0,0,0,0,53.4837,53.4837,NA,NA,410.6237,15.0965,0.8152,0,0.7143,0,29.471800000000002,14.669,0,3.771,10.0599,0,4.4687
luguentz,roberts,1982-07-15,238124,2010,Full Season,NBA,Timberwolves,76,64,2210.1,832,-409,253,533,74,199,104,126,35,76,272,124,0,95,62,0,0,16,155,0,0,0,0,0,0,0,0,0,0,4691,4424.6315,4691,896,7919.9322,17.351,0.5283,0.2719,0.1721,3.0295,15.017,8.016,9.3999,1.527,0.7485,10.7656,-1.8107
luguentz,roberts,1982-07-15,238124,2011,Full Season,NBA,Clippers,76,62,2095.1333,547,-118,135,294,72,211,61,85,11,61,193,118,0,55,62,0,0,12,159,0,0,0,1,1,0,0,0,0,0,4260.5,4052.502,4260.5,604,7680.8884,12.7233,0.5042,0.4178,0.1683,2.8235,9.5052,7.6728,9.8538,1.4936,0.333,9.2066,-2.1166
luguentz,roberts,1982-07-15,238124,2012,Full Season,NBA,Clippers,32,2,424.7333,74,-64,27,66,4,29,8,11,1,14,47,12,0,15,16,0,0,0,34,0,0,0,0,0,0,0,0,0,0,877.5,788.7532,877.5,116,6919.3876,12.5513,0.3706,0.3053,0.1158,3.1209,15.012,8.85,5.5536,1.8479,0,13.0617,-5.9963
luguentz,roberts,1982-07-15,238124,2014,Full Season,NBA,Thunder,5,0,34.25,6,7,3,6,0,2,0,0,1,0,4,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,71.5,67.675,71.5,9,9678.0236,11.7048,0.375,0.25,0,0,13.077,6.0088,6.7187,0,0,11.1111,-8.8644
luguentz,roberts,1982-07-15,238124,2013,Full Season,EuroCup,Big Green,2,1,48.08,21,NA,3,10,4,11,3,4,0,0,7,3,0,4,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,83.7646,83.7646,NA,NA,435.5413,27.7926,0.4613,0.5238,0.1905,0,21.6695,9.6924,11.6967,1.0311,0,14.9477,-5.4949
luguentz,roberts,1982-07-15,238124,2015,Full Season,EuroLeague,Gators,1,0,16.43,8,NA,4,5,0,4,0,0,0,0,7,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,30.0595,30.0595,NA,NA,1756.3553,30.9966,0.4444,0.4444,0,0,52.8975,26.0983,13.6523,0,0,18.1818,-11.1145
luguentz,roberts,1982-07-15,238124,2015,Full Season,Spain - ACB,Gators,1,0,14.65,2,NA,1,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.1038,27.1038,NA,NA,2738.1412,16.1274,0.25,0,0,0,9.6881,5.339,12.1526,0,0,20,-12.7185
erik,masiulis,1991-09-24,182254,2021,Full Season,Spain - ACB,Dolphins,17,1,169.02,18,NA,9,22,0,0,0,5,2,25,15,8,0,9,9,0,0,6,27,9,0,0,0,0,0,0,0,0,0,316.2637,316.2637,NA,NA,1571.7645,8.9821,0.3719,0,0.2273,19.4854,12.0969,15.5375,7.5407,3.1617,4.3889,27.1084,1.804
diallo,padgett,1994-07-23,888653,2014,Full Season,NBA,Suns,52,0,532.9,194,-97,71,131,5,36,37,55,18,25,62,20,0,44,20,0,0,11,45,0,0,0,0,0,0,0,0,0,0,1147,1063.1774,1147,242,7882.5554,19.4085,0.5073,0.21560000000000001,0.3293,6.623,12.408,8.8496,4.4852,1.9708,1.7057,18.7075,-3.1673
diallo,padgett,1994-07-23,888653,2015,Full Season,NBA,Suns,41,2,534.8333,231,-161,67,160,12,41,61,83,21,27,47,44,0,48,18,0,0,9,55,0,0,0,2,0,0,0,0,3,0,1131.5,1072.7495,1131.5,289,7974.9182,23.4449,0.4863,0.204,0.4129,4.7148,9.8574,7.2398,12.2841,1.6997,1.045,16.8114,-3.3318
diallo,padgett,1994-07-23,888653,2016,Full Season,NBA,Suns,57,13,1113.8167,505,-206,153,323,23,99,130,193,45,27,115,118,0,100,27,0,0,13,84,0,0,0,2,0,0,0,0,0,0,2420.5,2286.1925,2420.5,615,8089.199,23.1751,0.4981,0.2346,0.4573,2.8305,10.7367,7.475,19.6298,1.482,1.3695,16.4766,-3.6248
diallo,padgett,1994-07-23,888653,2017,Full Season,NBA,NA,15,0,214.1333,110,-34,31,51,5,15,33,42,8,7,21,24,0,14,4,13,6,5,8,0,0,0,0,0,0,0,0,0,0,465,449.7187,465,102,8306.3113,19.7487,0.6556,0.239,0.5905,3.8177,10.1312,8.2901,19.6871,1.11,2.0087,13.5364,1.8612
diallo,padgett,1994-07-23,888653,2021,Full Season,EuroCup,Rams,6,2,137.29,76,NA,26,38,2,9,18,24,1,6,15,4,0,5,6,0,0,1,7,23,0,0,0,0,0,0,0,0,0,244.5609,244.5609,NA,NA,1006.4424,22.2165,0.6602,0.1915,0.5106,5.533,14.4521,10.3675,6.6371,2.6099,1.388,7.9923,1.5851
montrezl,udoh,1988-10-06,974102,2021,Full Season,EuroCup,NA,13,0,231.03,89,NA,28,55,5,23,18,21,2,5,13,31,0,20,4,0,0,0,16,21,0,0,0,0,0,0,0,0,0,414.7327,414.7327,NA,NA,1008.7755,22.4812,0.5099,0.2944,0.2693,4.2746,8.1174,5.9936,23.7999,1.4809,0,18.6403,-4.4315
thon,knight,1990-06-14,188939,2013,Full Season,EuroLeague,Scarlet Knights,10,9,288.01,91,NA,35,74,1,9,18,29,5,25,50,15,0,16,11,0,0,11,21,25,0,0,0,0,0,0,0,0,0,507.2509,507.2509,NA,NA,730.9161,18.8517,0.4751,0.1084,0.3494,12.1454,24.4377,17.9898,10.9069,2.7027,4.8008,14.3164,3.2537
thon,knight,1990-06-14,188939,2013,Full Season,Italy - Liga A,Seminoles,11,4,252,128,NA,51,79,5,12,11,19,8,21,57,2,0,15,11,0,0,9,30,22,0,0,0,0,0,0,0,0,0,465.124,465.124,NA,NA,2750.1379,21.3604,0.6441,0.1319,0.2088,11.8091,30.8714,20.289,0.2667,2.3186,4.0919,13.1165,-0.9142
thon,knight,1990-06-14,188939,2014,Full Season,Italy - Liga A,Seminoles,21,10,388,186,NA,79,130,2,5,22,37,6,35,80,8,0,34,16,0,0,9,41,42,0,0,0,0,0,0,0,0,0,706.8565,706.8565,NA,NA,2778.2375,22.9823,0.6148,0.037,0.2741,10.7827,28.1186,19.0647,3.5365,2.3503,2.1222,18.3506,0.5667
thon,knight,1990-06-14,188939,2017,Full Season,EuroCup,Mavericks,14,11,371.2,176,NA,70,120,3,19,27,46,7,43,91,20,0,31,17,0,0,8,35,45,0,0,0,0,0,0,0,0,0,687.9858,687.9858,NA,NA,1056.4475,23.4496,0.5526,0.1367,0.3309,14.8853,31.477,23.2211,9.8155,2.1296,1.9373,16.2952,1.8778
thon,knight,1990-06-14,188939,2018,Full Season,EuroCup,Braves,17,12,365.84,210,NA,88,150,1,4,31,57,9,39,80,18,0,26,8,0,0,12,35,52,0,0,0,0,0,0,0,0,0,704.7187,704.7187,NA,NA,1463.9594,25.0964,0.5863,0.026,0.3701,14.071,28.7231,20.2307,7.8151,0.9795,3.2403,12.678,2.6929
thon,knight,1990-06-14,188939,2021,Full Season,EuroCup,Bobcats,1,0,20.1,7,NA,2,6,0,0,3,4,2,2,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,38.3004,38.3004,NA,NA,1067.0714,17.2931,0.451,0,0.6667,13.2269,11.5463,12.6044,0,0,0,0,-8.1866
stephane,dort,1984-01-09,190726,2010,Full Season,NBA,Magic,95,0,1300.2167,335,78,138,250,0,3,59,86,16,128,275,26,0,49,20,0,0,74,167,0,0,0,2,0,0,0,0,0,0,2648.5,2471.048,2648.5,349,8785.9625,12.236,0.5759,0.0119,0.3399,11.7987,25.7677,17.2242,1.474,1.0147,3.9665,14.4185,0.4676
stephane,dort,1984-01-09,190726,2011,Full Season,NBA,NA,80,14,2032.9,817,12,337,599,1,4,140,193,57,148,483,70,0,81,36,0,0,91,188,0,0,0,1,0,0,0,0,0,0,4112,3968.7026,4112,786,7904.3588,17.1358,0.5914,0.0062,0.3132,8.0431,29.249,18.3966,3.9908,1.0949,3.7284,10.9005,0.8689
stephane,dort,1984-01-09,190726,2012,Full Season,NBA,Suns,66,66,2114.0667,1017,90,427,767,0,2,163,251,57,185,474,59,0,90,48,0,0,99,142,0,0,0,1,0,0,0,0,0,0,4310.5,4079.1982,4310.5,986,6112.8157,20.79,0.5782,0.0026,0.3264,9.4306,25.4748,17.474,3.9285,1.1489,3.5891,9.2837,2.1209
stephane,dort,1984-01-09,190726,2013,Full Season,NBA,Suns,61,61,1875.7167,680,-201,295,563,0,3,90,138,45,128,388,75,0,99,40,0,0,98,127,0,0,0,3,0,0,0,0,0,0,3811.5,3651.5808,3811.5,741,7711.1389,17.206,0.5425,0.0053,0.2438,8.7354,25.9089,17.2444,6.7592,1.1213,3.7669,13.6416,-0.4974
stephane,dort,1984-01-09,190726,2014,Full Season,NBA,Wizards,92,91,3036.8833,1211,328,512,957,1,1,184,270,57,238,638,154,0,146,46,0,0,135,223,0,0,0,4,0,0,0,0,0,0,6190,5856.8626,6190,1248,8763.4528,18.284300000000002,0.5623,0.001,0.2818,8.8613,25.8615,16.4478,6.9542,0.8629,3.8409,11.9398,0.721
stephane,dort,1984-01-09,190726,2015,Full Season,NBA,Wizards,92,92,2759.8167,1125,278,493,858,0,3,139,199,54,207,598,119,0,116,55,0,0,121,220,0,0,0,4,0,0,0,0,2,0,5704.5,5392.0692,5704.5,1083,8745.1106,17.4562,0.593,0.0035,0.2311,9.8588,23.7791,17.76,7.2851,1.2403,3.4939,10.8965,1.628
stephane,dort,1984-01-09,190726,2016,Full Season,NBA,Wizards,75,74,2255.8333,1012,62,433,763,0,1,146,207,50,222,519,106,0,121,47,0,0,96,193,0,0,0,5,0,0,0,0,0,0,4767,4627.2307,4767,989,8104.4057,18.9267,0.5918,0.0013,0.2709,10.6159,27.0591,18.6685,8.6244,1.1587,3.424,12.3965,0.6105
stephane,dort,1984-01-09,190726,2017,Full Season,NBA,Wizards,95,95,2964.05,988,260,437,765,0,2,114,177,54,290,702,145,608,136,45,98,69,81,253,0,0,18,4,0,0,0,0,0,0,6260,6006.433,6260,995,9321.5674,14.4248,0.5847,0.0026,0.2308,10.366,27.8953,19.0495,5.3848,0.807,2.2482,13.8651,-0.913
stephane,dort,1984-01-09,190726,2018,Full Season,NBA,Wizards,88,88,2234.2167,742,102,314,603,0,0,114,170,61,194,467,157,408,105,40,64,61,63,190,0,0,23,3,0,0,0,0,0,0,4586.5,4499.8608,4586.5,789,8577.909,15.4579,0.5474,0,0.2819,11.073,25.4775,17.4366,11.1359,1.1636,2.7124,13.4134,-0.7649
stephane,dort,1984-01-09,190726,2019,Full Season,NBA,Clippers,47,43,750.5,233,-98,99,186,0,0,35,48,16,68,194,65,169,50,6,21,29,24,92,0,0,6,2,0,0,0,0,0,0,1594,1591.4387,1594,262,9020.6265,14.4274,0.5625,0,0.2581,10.5323,27.96,18.8889,11.4812,0.5237,3.0077,19.4462,-1.3722
kahlil,melo,1989-01-22,721987,2012,Full Season,NBA,Lakers,44,0,428.85,180,-32,41,101,29,76,11,12,6,5,27,20,0,21,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,836,807.0689,836,204,7130.6614,21.6699,0.49370000000000003,0.4294,0.0678,0.6303,7.5915,4.6329,8.3202,0.7618,0,10.3306,-4.9276
kahlil,melo,1989-01-22,721987,2013,Full Season,NBA,Lakers,4,2,86.2167,36,-55,14,28,2,10,2,2,2,2,4,3,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,180.5,169.4052,180.5,43,8140.4974,22.1831,0.463,0.2632,0.0526,2.2238,5.3802,4.8977,6.1334,3.1282,0,9.3284,-3.9535
kahlil,melo,1989-01-22,721987,2016,Full Season,NBA,Rockets,10,0,61.1167,28,6,11,16,1,10,3,4,0,1,3,4,0,10,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,134,124.3635,134,38,8558.5975,26.5263,0.5043,0.3846,0.1538,2.7817,5.1596,3.2695,12.6972,4.8175,2.8648,26.4831,-3.1676
kahlil,melo,1989-01-22,721987,2014,Full Season,EuroCup,Golden Hurricane,24,23,667.74,451,NA,107,223,56,137,69,79,8,6,43,74,0,43,18,0,0,2,48,76,0,0,0,0,0,0,0,0,0,1134.0048,1134.0048,NA,NA,1630.3421,33.704,0.5712,0.3806,0.2194,2.2748,10.2322,5.7577,24.1088,1.9374,0.0384,9.8227,4.4696
kahlil,melo,1989-01-22,721987,2015,Full Season,EuroLeague,Blue Demons,29,19,868.04,493,NA,122,224,71,154,36,48,13,10,54,61,0,42,19,0,0,3,51,82,0,0,0,0,0,0,0,0,0,1499.2745,1499.2745,NA,NA,2038.0834,25.1763,0.6176,0.4074,0.127,1.9638,9.5281,6.4561,11.2812,1.1758,0.8773,9.5212,2.7587
kahlil,melo,1989-01-22,721987,2017,Full Season,EuroLeague,Buffaloes,20,16,573.4,345,NA,78,143,49,107,42,46,2,4,49,57,0,34,5,0,0,0,31,56,0,0,0,0,0,0,0,0,0,1038.6571,1038.6571,NA,NA,2182.7268,25.9956,0.6383,0.428,0.184,1.3564,9.3215,6.0863,19.5537,0.4668,0,11.1754,0.6571
kahlil,melo,1989-01-22,721987,2018,Full Season,EuroLeague,Black Bears,25,23,655.63,308,NA,69,150,40,128,50,54,4,11,50,44,0,29,19,0,0,5,51,67,0,0,0,0,0,0,0,0,0,1136.4766,1136.4766,NA,NA,2114.7621,25.5276,0.5103,0.4604,0.1942,3.3815,9.4102,7.9199,15.5827,1.5134,0.7919,8.7677,-1.1924
kahlil,melo,1989-01-22,721987,2018,Full Season,Italy - Liga A,Black Bears,37,35,996,574,NA,125,234,92,241,48,61,7,10,88,68,0,51,18,0,0,3,73,87,0,0,0,0,0,0,0,0,0,1747.5818,1747.5818,NA,NA,3044.2313,27.3625,0.5719,0.5074,0.1284,0.2538,11.7778,6.0945,15.792,0.7264,0.0448,9.2251,1.6631
kahlil,melo,1989-01-22,721987,2020,Full Season,EuroCup,Purple Eagles,3,0,43.18,19,NA,5,10,2,7,3,4,0,0,2,2,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,77.0048,77.0048,NA,NA,1283.9971,22.6474,0.5064,0.4118,0.2353,0,4.8038,1.8531,9.6983,0,0,5.0607,-6.1598
d'angelo,nash,1989-09-24,338647,2021,Full Season,EuroLeague,Greyhounds,23,17,550.53,201,NA,44,88,33,95,14,18,4,8,56,114,0,40,26,0,0,1,28,65,0,0,0,0,0,0,0,0,0,982.4806,982.4806,NA,NA,1802.4369,20.3744,0.5264,0.5191,0.0984,1.582,15.4831,7.7896,37.7052,2.3359,0.2132,17.322,-0.1831
wilcox,ayton,2002-01-30,645282,2021,Full Season,EuroLeague,Nittany Lions,10,2,51.29,6,NA,0,1,2,3,0,0,1,3,4,1,0,2,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,89.9705,89.9705,NA,NA,1780.5074,5.8355,0.75,0.75,0,7.136,10.5688,10.7266,3.8889,2.5469,0,33.3333,0.0644
claver,pondexter,2003-04-01,664746,2021,Full Season,Italy - Liga A,Black Bears,1,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6417,3.6417,NA,NA,1383.8634,0,NA,NA,NA,0,0,0,0,0,0,NA,NA
earl,mcgee,1994-03-03,242237,2021,Full Season,EuroCup,NA,8,2,177.87,138,NA,30,59,19,30,21,26,4,4,13,11,0,6,6,0,0,0,24,27,0,0,0,0,0,0,0,0,0,315.1995,315.1995,NA,NA,991.8433,28.6595,0.6872,0.3377,0.2916,2.8026,11.2181,5.1354,11.4722,2.2014,0,5.6571,5.5032
arron,armstrong,1993-06-30,790405,2021,Full Season,Italy - Liga A,Wildcats,16,10,392,164,NA,48,84,16,42,20,28,4,26,79,18,0,12,10,0,0,12,35,30,0,0,0,0,0,0,0,0,0,733.1451,733.1451,NA,NA,1271.7823,18.1068,0.5928,0.3333,0.2222,8.523,23.3857,14.7398,9.229,1.2819,2.6878,7.983,3.5063
krause,hammons,1987-05-21,378465,2010,Full Season,NBA,Cavaliers,20,0,114.8,40,-22,9,17,6,22,4,6,5,8,9,5,0,5,6,0,0,3,9,0,0,0,0,0,0,0,0,0,0,240.5,218.8319,240.5,48,8547.4047,18.9338,0.4803,0.5641,0.1538,7.8309,8.1139,9.2689,7.9817,2.9348,1.8069,10.7204,-0.5347
